question,label
요가 하기 울리다 1월 셋째 주 부터 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Date
일정 래프팅 추가하다,O S-Subject S-Action
24일 뒤 명상 하다 일정 말해주다,S-Date S-Date S-Subject S-Subject O S-Action
1월 십일 일정 올리다 도자기 굽다,S-Date S-Date O S-Action S-Subject S-Subject
일정 장 보기 잡다,O S-Subject S-Subject S-Action
울리다 스키 타다,S-Action S-Subject S-Subject
응답하다 이십이일 뒤,S-Action S-Date S-Date
주유 하다 때리다 수요일 까지 3시,S-Subject S-Subject S-Action S-Date S-Date S-Time
말해주다 산책 하다 화요일,S-Action S-Subject S-Subject S-Date
학교 가기 추가하다 월요일 금요일,S-Subject S-Subject S-Action S-Date S-Date
낚시 하기 올리다,S-Subject S-Subject S-Action
십이월 마지막 주 때리다,S-Date S-Date S-Date S-Action
팔개월 뒤 요리 하기 지정해주다,S-Date S-Date S-Subject S-Subject S-Action
짜다 도자기 굽다,S-Action S-Subject S-Subject
십월 셋째 주 잡다 사진 찍다 가기,S-Date S-Date S-Date S-Action S-Subject S-Subject S-Subject
일정 잡다 수요일 열여섯시 이십이분,O S-Action S-Date S-Time S-Time
일정 도자기 굽다 잡다,O S-Subject S-Subject S-Action
페인팅 일정 때리다,S-Subject O S-Action
다다음 주 말해주다,S-Date S-Date S-Action
구월 첫째 주 일정 정리하기 울리다,S-Date S-Date S-Date O S-Subject S-Action
노래 일정 설정하다,S-Subject O S-Action
정리하기 올리다 다음 주,S-Subject S-Action S-Date S-Date
첫째 주 정리 하다 말해주다,S-Date S-Date S-Subject S-Subject S-Action
설정하다 연어 먹기,S-Action S-Subject S-Subject
일정 정해 요가 하기,O S-Action S-Subject S-Subject
2022년 칠월 8일 도자기 굽다 일정 말해주다,S-Date S-Date S-Date S-Subject S-Subject O S-Action
정리 하다 일정 추가하다,S-Subject S-Subject O S-Action
일정 공부 하다 응답하다,O S-Subject S-Subject S-Action
일정 스키 타다 지정해주다 토요일 13시,O S-Subject S-Subject S-Action S-Date S-Time
지정해주다 요가 하다,S-Action S-Subject S-Subject
일정 래프팅 말해주다 화요일 목요일,O S-Subject S-Action S-Date S-Date
일정 울리다 출근하기,O S-Action S-Subject
식물 에 물 주기 잡다 다음 달 첫째 주,S-Subject S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
카페 가기 울리다,S-Subject S-Subject S-Action
관찰 하다 등록하다,S-Subject S-Subject S-Action
일정 주유 하기 추가하다 25일 뒤,O S-Subject S-Subject S-Action S-Date S-Date
화요일 토요일 울리다,S-Date S-Date S-Action
장 보기 추가하다 팔월 22일,S-Subject S-Subject S-Action S-Date S-Date
노래 일정 응답하다,S-Subject O S-Action
세포 밥 주기 알다 일요일 열여섯시 이십구분에,S-Subject S-Subject S-Subject S-Action S-Date S-Time S-Time
노래 부르다 가기 등록하다,S-Subject S-Subject S-Subject S-Action
독서 하다 일정 등록하다 24일 뒤 15시 1분쯤,S-Subject S-Subject O S-Action S-Date S-Date S-Time S-Time
전구 교체하기 일정 등록하다 다다음 달 둘째 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date S-Date
2025년 십이월 삼십일 부터 이천이십칠년 5월 이십구일 까지 일정 여행 가기 때리다,S-Date S-Date S-Date S-Date S-Date S-Date S-Date S-Date O S-Subject S-Subject S-Action
낚시 하기 말해주다,S-Subject S-Subject S-Action
학원 가기 일정 울리다 수요일 까지,S-Subject S-Subject O S-Action S-Date S-Date
말해주다 삼십일 후,S-Action S-Date S-Date
목공 일정 정해 화요일 금요일,S-Subject O S-Action S-Date S-Date
12월 29일 잡다,S-Date S-Date S-Action
4월 첫째 주 일정 응답하다,S-Date S-Date S-Date O S-Action
17일 다섯시 올리다,S-Date S-Time S-Action
일정 때리다 카드 놀이 다다음 달 마지막 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
일정 수영 추가하다,O S-Subject S-Action
작곡 일정 설정하다,S-Subject O S-Action
6월 마지막 주 사진 찍다 가기 알다,S-Date S-Date S-Date S-Subject S-Subject S-Subject S-Action
짜다 피시방 가기 다음 주,S-Action S-Subject S-Subject S-Date S-Date
일정 카드 놀이 실행하다,O S-Subject S-Subject S-Action
목공 일정 올리다 오월 31일,S-Subject O S-Action S-Date S-Date
잡다 목공 다음 달,S-Action S-Subject S-Date S-Date
둘째 주 래프팅 일정 올리다,S-Date S-Date S-Subject O S-Action
17일 새벽 10시 식물에 물 주기 때리다,S-Date S-Time S-Time S-Subject S-Subject S-Subject S-Action
일정 짜다 다음 주,O S-Action S-Date S-Date
과일 사 오기 일정 잡다 셋째 주,S-Subject S-Subject S-Subject O S-Action S-Date S-Date
일정 정해 다다음 달,O S-Action S-Date S-Date
다다음 달 넷째 주 장 보기 올리다,S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
회의 일정 넣다 토요일 까지,S-Subject O S-Action S-Date S-Date
다음 달 일정 꽃 돌보다 지정해주다,S-Date S-Date O S-Subject S-Subject S-Action
물 마시기 응답하다 다음 달,S-Subject S-Subject S-Action S-Date S-Date
월요일 목요일 금요일 토요일 14시 관찰하기 일정 때리다,S-Date S-Date S-Date S-Date S-Time S-Subject O S-Action
빨래하기 넣다 수요일 부터 화요일 까지 열세시 28분에,S-Subject S-Action S-Date S-Date S-Date S-Date S-Time S-Time
금요일 열아홉시 치과 가기 잡다,S-Date S-Time S-Subject S-Subject S-Action
일정 짜다 십삼일 뒤 5시,O S-Action S-Date S-Date S-Time
지정해주다 여행 가기,S-Action S-Subject S-Subject
일정 말해주다 공부하기,O S-Action S-Subject
일정 응답하다 술 마시기 구월 마지막 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date
일정 때리다 운동 하다 가기 2일 뒤 7시 십일분,O S-Action S-Subject S-Subject S-Subject S-Date S-Date S-Time S-Time
사진 찍다 가기 잡다 이천이십오년 8월 이십구일,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date
일정 한강 가기 등록하다,O S-Subject S-Subject S-Action
일정 추가하다 래프팅 칠월 십삼일,O S-Action S-Subject S-Date S-Date
십일월 11일 일정 넣다 밥 먹기,S-Date S-Date O S-Action S-Subject S-Subject
다다음 달 둘째 주 넣다,S-Date S-Date S-Date S-Date S-Action
월요일 화요일 노래 실행하다,S-Date S-Date S-Subject S-Action
일정 응답하다 공놀이하기 까지 다다음 주,O S-Action S-Subject S-Date S-Date S-Date
물 마시기 추가하다 십육일 뒤 18시 6분쯤,S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
금요일 이십시 38분 학원 가기 때리다,S-Date S-Time S-Time S-Subject S-Subject S-Action
이월 30일 일정 때리다 산책하기,S-Date S-Date O S-Action S-Subject
다음 주 화요일 수요일 목요일 시내 가기 실행하다,S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
술 마시기 올리다,S-Subject S-Subject S-Action
수요일 목요일 말해주다 등산 하다 가기,S-Date S-Date S-Action S-Subject S-Subject S-Subject
구월 십구일 부터 사월 이십일일 까지 채소 물 주기 일정 실행하다,S-Date S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Subject O S-Action
마라톤 참가하기 정해 넷째 주,S-Subject S-Subject S-Action S-Date S-Date
일정 설정하다 도자기 굽다,O S-Action S-Subject S-Subject
등록하다 오일,S-Action S-Date
넷째 주 출근 하다 일정 정해,S-Date S-Date S-Subject S-Subject O S-Action
빨래하기 알다 마지막 주,S-Subject S-Action S-Date S-Date
전구 교체 하다 일정 등록하다 수요일 목요일 토요일 일요일,S-Subject S-Subject S-Subject O S-Action S-Date S-Date S-Date S-Date
일정 실행하다 채소 물 주기,O S-Action S-Subject S-Subject S-Subject
다다음 달 둘째 주 일정 회의 울리다,S-Date S-Date S-Date S-Date O S-Subject S-Action
일정 추가하다 게임 다음 주,O S-Action S-Subject S-Date S-Date
일정 등록하다 월요일 금요일 토요일 일요일,O S-Action S-Date S-Date S-Date S-Date
일요일 운동하러 가기 일정 등록하다,S-Date S-Subject S-Subject O S-Action
독서 하다 일정 추가하다 17일 후 15시 51분에,S-Subject S-Subject O S-Action S-Date S-Date S-Time S-Time
일정 추가하다 등산하러 가기,O S-Action S-Subject S-Subject
17일 후 13시 삼십일분에 일정 올리다,S-Date S-Date S-Time S-Time O S-Action
사진찍으러 가기 일정 맞추다 2024년 10월 13일,S-Subject S-Subject O S-Action S-Date S-Date S-Date
등산 하다 가기 일정 울리다 둘째 주,S-Subject S-Subject S-Subject O S-Action S-Date S-Date
12월 14일 부터 13일 까지 주유 하다 일정 알다,S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject O S-Action
일정 물 마시기 넣다 둘째 주,O S-Subject S-Subject S-Action S-Date S-Date
다다음 달 줄넘기 하기 알다,S-Date S-Date S-Subject S-Subject S-Action
래프팅 일정 짜다,S-Subject O S-Action
월요일 화요일 금요일 일요일 18시 실행하다,S-Date S-Date S-Date S-Date S-Time S-Action
이십일일 까지 일정 울리다 여행 가기,S-Date S-Date O S-Action S-Subject S-Subject
다다음 주 작곡 일정 추가하다,S-Date S-Date S-Subject O S-Action
일정 맞추다 사진찍으러 가기,O S-Action S-Subject S-Subject
카약 일정 알다 까지 다음 주,S-Subject O S-Action S-Date S-Date S-Date
스키 타다 등록하다 십일월 넷째 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
경마 등록하다 엿새 뒤,S-Subject S-Action S-Date S-Date
십일 뒤 해외여행 지정해주다,S-Date S-Date S-Subject S-Action
여행 가기 짜다,S-Subject S-Subject S-Action
일정 간식주기 울리다,O S-Subject S-Action
12월 둘째 주 부터 첫째 까지 일정 등록하다,S-Date S-Date S-Date S-Date S-Date S-Date O S-Action
가구 만들기 실행하다,S-Subject S-Subject S-Action
27일 아홉시 세포 밥 주기 등록하다,S-Date S-Time S-Subject S-Subject S-Subject S-Action
일정 올리다 공부하기,O S-Action S-Subject
요가 하다 지정해주다 19일 까지,S-Subject S-Subject S-Action S-Date S-Date
파티하기 때리다 4월 넷째 주,S-Subject S-Action S-Date S-Date S-Date
마지막 주 까지 추가하다 해외여행,S-Date S-Date S-Date S-Action S-Subject
인테리어 일정 울리다 둘째 주,S-Subject O S-Action S-Date S-Date
학교 가기 일정 올리다,S-Subject S-Subject O S-Action
전구 교체 하다 실행하다 이십일 뒤,S-Subject S-Subject S-Subject S-Action S-Date S-Date
다다음 주 응답하다,S-Date S-Date S-Action
올리다 노래 2022년 구월 17일,S-Action S-Subject S-Date S-Date S-Date
낚시 하기 넣다,S-Subject S-Subject S-Action
일정 잡다 옷 사기 2021년 십이월 이십오일 까지,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
월요일 목요일 토요일 방어 먹기 일정 짜다,S-Date S-Date S-Date S-Subject S-Subject O S-Action
짜다 청소하기 16일 뒤 이십일시,S-Action S-Subject S-Date S-Date S-Time
엿새 뒤 도자기 굽다 일정 알다,S-Date S-Date S-Subject S-Subject O S-Action
2025년 이월 23일 인테리어 추가하다,S-Date S-Date S-Date S-Subject S-Action
다음 달 일정 짜다,S-Date S-Date O S-Action
구일 후 7시 정해 밥 먹기,S-Date S-Date S-Time S-Action S-Subject S-Subject
목요일 금요일 일정 독서 하다 지정해주다,S-Date S-Date O S-Subject S-Subject S-Action
지정해주다 팔월 칠일 까지,S-Action S-Date S-Date S-Date
일정 응답하다 게임 목요일 까지 20시,O S-Action S-Subject S-Date S-Date S-Time
경마 알다,S-Subject S-Action
때리다 간식 주기,S-Action S-Subject S-Subject
일정 때리다 가구 만들기,O S-Action S-Subject S-Subject
도자기 굽기 일정 지정해주다 까지 다다음 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date
일정 알다 물 마시기 다음 달,O S-Action S-Subject S-Subject S-Date S-Date
넷째 주 울리다,S-Date S-Date S-Action
일정 게임 지정해주다 화요일,O S-Subject S-Action S-Date
인테리어 일정 울리다,S-Subject O S-Action
13일 뒤 22시 사십팔분 문 예 창작 수업 일정 응답하다,S-Date S-Date S-Time S-Time S-Subject S-Subject S-Subject S-Subject O S-Action
일정 올리다 빨래하기,O S-Action S-Subject
짜다 다음 달 첫째 주,S-Action S-Date S-Date S-Date S-Date
알다 금요일 부터 토요일 까지,S-Action S-Date S-Date S-Date S-Date
장보기 일정 지정해주다 월요일 목요일 금요일 일요일 오후 4시,S-Subject O S-Action S-Date S-Date S-Date S-Date S-Time S-Time
명상 하다 설정하다,S-Subject S-Subject S-Action
까지 다음 주 문 예 창작 수업 설정하다,S-Date S-Date S-Date S-Subject S-Subject S-Subject S-Subject S-Action
식물 에 물 주기 짜다,S-Subject S-Subject S-Subject S-Subject S-Action
부품 사러 가기 맞추다,S-Subject S-Subject S-Subject S-Action
카약 정해,S-Subject S-Action
월요일 화요일 토요일 휴가 일정 넣다,S-Date S-Date S-Date S-Subject O S-Action
설정하다 월요일 목요일,S-Action S-Date S-Date
경마 추가하다,S-Subject S-Action
첫째 주 일정 울리다,S-Date S-Date O S-Action
4일 뒤 영화 감상 정해,S-Date S-Date S-Subject S-Subject S-Action
과일 사 오기 말해주다,S-Subject S-Subject S-Subject S-Action
화요일 부터 일요일 까지 16시 짜다 공부하기,S-Date S-Date S-Date S-Date S-Time S-Action S-Subject
이천이십칠년 3월 12일 추가하다 채소 물 주기,S-Date S-Date S-Date S-Action S-Subject S-Subject S-Subject
술 마시기 울리다 셋째 주,S-Subject S-Subject S-Action S-Date S-Date
시내 가기 일정 올리다 1월 셋째 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date
넷째 주 일정 요리 하기 설정하다,S-Date S-Date O S-Subject S-Subject S-Action
다음 달 일정 퇴근 말해주다,S-Date S-Date O S-Subject S-Action
9월 오일 일정 독서 하다 올리다,S-Date S-Date O S-Subject S-Subject S-Action
마지막 주 부터 넷째 까지 채소 물주기 울리다,S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
때리다 다다음 달,S-Action S-Date S-Date
요리 하다 일정 응답하다,S-Subject S-Subject O S-Action
십사일 후 일정 마라톤 참가 하다 짜다,S-Date S-Date O S-Subject S-Subject S-Subject S-Action
다음 주 울리다 산책 하다,S-Date S-Date S-Action S-Subject S-Subject
일정 때리다 간식 주기 금일 뒤 정오 21분 전,O S-Action S-Subject S-Subject S-Date S-Date S-Time S-Time S-Time
장보기 일정 알다,S-Subject O S-Action
문예창작 수업 설정하다 일일 뒤 24시 49분쯤,S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
이십삼일 이십이시 38분 정해 목공,S-Date S-Time S-Time S-Action S-Subject
다음 달 둘째 주 일정 올리다,S-Date S-Date S-Date S-Date O S-Action
출근하기 넣다 목요일,S-Subject S-Action S-Date
토요일 일요일 일정 실행하다,S-Date S-Date O S-Action
이십사일 후 19시 울리다,S-Date S-Date S-Time S-Action
학교 가기 말해주다 마지막 주,S-Subject S-Subject S-Action S-Date S-Date
회의 넣다 첫째 주 부터 마지막 까지,S-Subject S-Action S-Date S-Date S-Date S-Date S-Date
파티 하다 설정하다 둘째 주,S-Subject S-Subject S-Action S-Date S-Date
다음 주 금요일 알다,S-Date S-Date S-Date S-Action
화요일 목요일 22시 36분 일정 맞추다,S-Date S-Date S-Time S-Time O S-Action
학원 가기 일정 설정하다,S-Subject S-Subject O S-Action
4월 첫째 주 노래 부르러 가기 잡다,S-Date S-Date S-Date S-Subject S-Subject S-Subject S-Action
올리다 다다음 달 넷째 주,S-Action S-Date S-Date S-Date S-Date
일일 까지 14시 삼십구분쯤 밥 먹기 일정 말해주다,S-Date S-Date S-Time S-Time S-Subject S-Subject O S-Action
일정 실행하다 간식 주기 다음 달 넷째 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
다음 주 스키 타기 일정 넣다,S-Date S-Date S-Subject S-Subject O S-Action
다다음 주 잡다,S-Date S-Date S-Action
첫째 주 먹이 주기 추가하다,S-Date S-Date S-Subject S-Subject S-Action
부품 사러 가기 정해 금요일 15시 32분,S-Subject S-Subject S-Subject S-Action S-Date S-Time S-Time
3월 팔일 까지 페인팅 때리다,S-Date S-Date S-Date S-Subject S-Action
오월 십일 일정 설정하다,S-Date S-Date O S-Action
정리 하다 일정 추가하다 사월 14일,S-Subject S-Subject O S-Action S-Date S-Date
지정해주다 이월 넷째 주,S-Action S-Date S-Date S-Date
일정 정해 인테리어,O S-Action S-Subject
삼일 뒤 13시 12분쯤 일정 잡다 채소 물 주기,S-Date S-Date S-Time S-Time O S-Action S-Subject S-Subject S-Subject
사진찍으러 가기 올리다 육일 다섯시 31분쯤,S-Subject S-Subject S-Action S-Date S-Time S-Time
일정 추가하다 16일 후 15시,O S-Action S-Date S-Date S-Time
일정 알다 다다음 달 셋째 주,O S-Action S-Date S-Date S-Date S-Date
일정 설정하다 보드 게임 육월 마지막 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date
일정 짜다 에버랜드 가기 삼십일,O S-Action S-Subject S-Subject S-Date
다다음 달 일정 맞추다,S-Date S-Date O S-Action
일정 퇴근 알다 다다음 주,O S-Subject S-Action S-Date S-Date
꽃 돌보다 올리다 팔일 뒤 10시 58분,S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
추가하다 에버랜드 가기,S-Action S-Subject S-Subject
노래 부르러 가기 넣다 다음 달 첫째 주,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
까지 다다음 주 장보기 등록하다,S-Date S-Date S-Date S-Subject S-Action
월요일 일요일 열아홉시 24분 일정 지정해주다 출근 하다,S-Date S-Date S-Time S-Time O S-Action S-Subject S-Subject
낚시 하다 일정 말해주다,S-Subject S-Subject O S-Action
7일 뒤 일정 넣다 노래,S-Date S-Date O S-Action S-Subject
일정 세포 밥 주기 맞추다 목요일 부터 수요일 까지,O S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
글피 주유 하다 올리다,S-Date S-Subject S-Subject S-Action
화요일 지정해주다,S-Date S-Action
다다음 달 마지막 주 일정 먹이 주기 넣다,S-Date S-Date S-Date S-Date O S-Subject S-Subject S-Action
사개월 후 일정 잡다,S-Date S-Date O S-Action
꽃 돌보다 추가하다,S-Subject S-Subject S-Action
일정 설정하다 간식주기 7월 22일 부터 일월 7일 까지,O S-Action S-Subject S-Date S-Date S-Date S-Date S-Date S-Date
에버랜드 가기 말해주다 넷째 주,S-Subject S-Subject S-Action S-Date S-Date
둘째 주 월요일 부터 금요일 까지 일정 등록하다,S-Date S-Date S-Date S-Date S-Date S-Date O S-Action
이천이십칠년 10월 팔일 일정 지정해주다 주유 하다,S-Date S-Date S-Date O S-Action S-Subject S-Subject
둘째 주 넣다,S-Date S-Date S-Action
명상 하다 일정 추가하다 다다음 주,S-Subject S-Subject O S-Action S-Date S-Date
둘째 주 맞추다,S-Date S-Date S-Action
수요일 부터 토요일 까지 새벽 한시 사십삼분쯤 응답하다,S-Date S-Date S-Date S-Date S-Time S-Time S-Time S-Action
독서하기 올리다 십월 둘째 주,S-Subject S-Action S-Date S-Date S-Date
1월 삼일 일정 명상 하기 응답하다,S-Date S-Date O S-Subject S-Subject S-Action
일정 페인 팅 말해주다,O S-Subject S-Subject S-Action
일정 꽃 돌보기 올리다 까지 다다음 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
여행 가기 등록하다 27일 후 한시 오십삼분,S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
정리 하다 일정 말해주다 2월 둘째 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date
올리다 월요일 금요일 토요일 아침 4시 56분에,S-Action S-Date S-Date S-Date S-Time S-Time S-Time
일정 해외여행 때리다 오월 6일,O S-Subject S-Action S-Date S-Date
구개월 뒤 일정 출근 하다 등록하다,S-Date S-Date O S-Subject S-Subject S-Action
이십일일 후 17시 33분쯤 알다,S-Date S-Date S-Time S-Time S-Action
말해주다 래프팅,S-Action S-Subject
일정 물 마시기 지정해주다 육월 둘째 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
알다 내일 뒤,S-Action S-Date S-Date
명상 하다 짜다 금요일,S-Subject S-Subject S-Action S-Date
방어 먹기 넣다,S-Subject S-Subject S-Action
일정 설정하다 2021년 사월 12일,O S-Action S-Date S-Date S-Date
등록하다 빨래 하다 셋째 주 금요일 부터 까지,S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date S-Date
다다음 달 일정 알다,S-Date S-Date O S-Action
2021년 11월 14일 일정 알다 정리하기,S-Date S-Date S-Date O S-Action S-Subject
일정 말해주다 모임 가기 사월 이십일,O S-Action S-Subject S-Subject S-Date S-Date
사냥 가기 일정 지정해주다,S-Subject S-Subject O S-Action
24일 후 울리다,S-Date S-Date S-Action
이천이십이년 4월 24일 여행가기 일정 때리다,S-Date S-Date S-Date S-Subject O S-Action
짜다 낚시 하기 칠개월 후,S-Action S-Subject S-Subject S-Date S-Date
꽃 돌보기 알다,S-Subject S-Subject S-Action
꽃 돌보기 일정 정해,S-Subject S-Subject O S-Action
일정 식물에 물 주기 응답하다,O S-Subject S-Subject S-Subject S-Action
16일 뒤 일정 장보기 올리다,S-Date S-Date O S-Subject S-Action
2028년 4월 십오일 일정 올리다,S-Date S-Date S-Date O S-Action
짜다 부품 사러 가기,S-Action S-Subject S-Subject S-Subject
일정 실행하다 까지 다다음 주,O S-Action S-Date S-Date S-Date
일정 학원 가기 응답하다 금요일 토요일,O S-Subject S-Subject S-Action S-Date S-Date
채소 물 주기 넣다 까지 다다음 주,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date
4월 첫째 주 운동 하다 가기 일정 알다,S-Date S-Date S-Date S-Subject S-Subject S-Subject O S-Action
다음 주 수요일 일정 산책하기 올리다,S-Date S-Date S-Date O S-Subject S-Action
식물에 물 주기 알다 4월 넷째 주,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date
카페 가기 알다,S-Subject S-Subject S-Action
전구 교체하기 말해주다 이천삼십년 1월 육일,S-Subject S-Subject S-Action S-Date S-Date S-Date
스키 타기 잡다 둘째 주 일요일 부터 화요일 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Date S-Date
일정 해외여행 맞추다 다다음 주,O S-Subject S-Action S-Date S-Date
일정 응답하다 삼개월 뒤,O S-Action S-Date S-Date
십칠일 뒤 일정 정해 부품 사르다 가기,S-Date S-Date O S-Action S-Subject S-Subject S-Subject
다다음 주 화요일 인테리어 일정 짜다,S-Date S-Date S-Date S-Subject O S-Action
일정 목공 설정하다,O S-Subject S-Action
부품 사러 가기 실행하다,S-Subject S-Subject S-Subject S-Action
일정 넣다 등산하러 가기,O S-Action S-Subject S-Subject
일정 세포 밥 주기 잡다,O S-Subject S-Subject S-Subject S-Action
꽃 돌보기 추가하다 구월 이십삼일,S-Subject S-Subject S-Action S-Date S-Date
일정 울리다 전구 교체하기 6월 셋째 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date
수요일 꽃 돌보기 등록하다,S-Date S-Subject S-Subject S-Action
일정 페인 팅 올리다,O S-Subject S-Subject S-Action
사일 뒤 저녁 1시 식물 에 물 주기 일정 알다,S-Date S-Date S-Time S-Time S-Subject S-Subject S-Subject S-Subject O S-Action
일정 알다 피시방 가기 7일 뒤 5시,O S-Action S-Subject S-Subject S-Date S-Date S-Time
이천이십구년 6월 이십구일 까지 일정 산책하기 올리다,S-Date S-Date S-Date S-Date O S-Subject S-Action
일정 작곡 알다 수요일 토요일,O S-Subject S-Action S-Date S-Date
넣다 낚시 하다,S-Action S-Subject S-Subject
수요일 5시 일정 잡다 술 마시기,S-Date S-Time O S-Action S-Subject S-Subject
마지막 주 까지 일정 카페 가기 때리다,S-Date S-Date S-Date O S-Subject S-Subject S-Action
일정 응답하다 먹이 주기 넷째 주,O S-Action S-Subject S-Subject S-Date S-Date
밥 먹기 맞추다,S-Subject S-Subject S-Action
마지막 주 일정 맞추다 인테리어,S-Date S-Date O S-Action S-Subject
일정 응답하다 시내 가기 11월 이십일,O S-Action S-Subject S-Subject S-Date S-Date
일정 추가하다 26일 뒤,O S-Action S-Date S-Date
먹이 주기 일정 말해주다,S-Subject S-Subject O S-Action
때리다 14일 이십일시 53분쯤,S-Action S-Date S-Time S-Time
사진찍으러 가기 추가하다,S-Subject S-Subject S-Action
화요일 토요일 일요일 오후 열시 넣다,S-Date S-Date S-Date S-Time S-Time S-Action
다다음 주 수요일 토요일 도자기 굽다 일정 잡다,S-Date S-Date S-Date S-Date S-Subject S-Subject O S-Action
십일월 넷째 주 일정 정해 해외여행,S-Date S-Date S-Date O S-Action S-Subject
경마 잡다 24일 후,S-Subject S-Action S-Date S-Date
사월 마지막 주 부터 까지 트위터 업데이트 실행하다,S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
4월 마지막 주 설정하다,S-Date S-Date S-Date S-Action
화요일 열세시 9분에 마라톤 참가 하다 일정 등록하다,S-Date S-Time S-Time S-Subject S-Subject S-Subject O S-Action
이천이십사년 사월 이십구일 일정 응답하다,S-Date S-Date S-Date O S-Action
관찰하기 일정 등록하다,S-Subject O S-Action
다다음 달 짜다 퇴근,S-Date S-Date S-Action S-Subject
식물 에 물 주기 추가하다 수요일 21시,S-Subject S-Subject S-Subject S-Subject S-Action S-Date S-Time
일정 울리다 낚시 하기,O S-Action S-Subject S-Subject
춤추러 가기 말해주다,S-Subject S-Subject S-Action
목요일 까지 가구 만들기 말해주다,S-Date S-Date S-Subject S-Subject S-Action
넣다 휴가 넷째 주,S-Action S-Subject S-Date S-Date
일정 드로잉 수업 알다 셋째 주,O S-Subject S-Subject S-Action S-Date S-Date
마지막 주 일정 지정해주다 꽃 돌보다,S-Date S-Date O S-Action S-Subject S-Subject
일정 추가하다 월요일 수요일 금요일 21시,O S-Action S-Date S-Date S-Date S-Time
6월 넷째 주 정해,S-Date S-Date S-Date S-Action
맞추다 게임 13일 뒤 밤 11시 오십오분쯤,S-Action S-Subject S-Date S-Date S-Time S-Time S-Time
구월 27일 일정 설정하다,S-Date S-Date O S-Action
일정 전구 교체하기 울리다 목요일,O S-Subject S-Subject S-Action S-Date
전구 교체 하다 일정 맞추다 다음 주 토요일 일요일,S-Subject S-Subject S-Subject O S-Action S-Date S-Date S-Date S-Date
다음 주 일정 짜다 출근 하다,S-Date S-Date O S-Action S-Subject S-Subject
정리하기 맞추다 화요일 목요일,S-Subject S-Action S-Date S-Date
일정 정해 식물에 물 주기 2030년 십월 이십일,O S-Action S-Subject S-Subject S-Subject S-Date S-Date S-Date
맞추다 간식주기,S-Action S-Subject
내일 뒤 일정 등록하다,S-Date S-Date O S-Action
줄넘기 하다 추가하다 십일월 첫째 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
일정 주유 하다 맞추다 2027년 10월 십일일,O S-Subject S-Subject S-Action S-Date S-Date S-Date
일정 파티하기 잡다 이십삼일 후,O S-Subject S-Action S-Date S-Date
이십칠일 후 넣다 목공,S-Date S-Date S-Action S-Subject
전구 교체 하다 실행하다 이일 뒤,S-Subject S-Subject S-Subject S-Action S-Date S-Date
화요일 경마 지정해주다,S-Date S-Subject S-Action
사진찍으러 가기 넣다,S-Subject S-Subject S-Action
13일 아침 1시 장보기 정해,S-Date S-Time S-Time S-Subject S-Action
일정 정해 낚시 하다 삼개월 뒤,O S-Action S-Subject S-Subject S-Date S-Date
금요일 아홉시 십오분 산책하기 지정해주다,S-Date S-Time S-Time S-Subject S-Action
채소 물 주기 일정 짜다,S-Subject S-Subject S-Subject O S-Action
사냥 가기 잡다,S-Subject S-Subject S-Action
금요일 일요일 일정 실행하다 작곡,S-Date S-Date O S-Action S-Subject
이십오일 뒤 올리다 카페 가기,S-Date S-Date S-Action S-Subject S-Subject
스키 타기 일정 추가하다 이천삼십년 구월 이십육일 까지,S-Subject S-Subject O S-Action S-Date S-Date S-Date S-Date
